jobid,title,employer,location,salary,description,tags,url,date,weeknum
108229,Senior Software Developer for New Orleans Auction/Collections Site,CivicSource,"New Orleans, LA",,"Senior Developer for New Orleans Auction/Collections Site

Job Description

We are growing fast and…","[""c#"","".net"",""sql"",""json"",""api""]",/jobs/108229/senior-software-developer-for-new-orleans-auction-civicsource,2016-07-25,30
121604,Systems and Applications Engineers,Government Communications Security Bureau,"Wellington, New Zealand","$65,000 - 95,000",The GCSB has exciting opportunities for both Systems Engineering roles and Application Engineering roles…,"[""cisco"",""puppet"",""linux"",""java"",""c""]",/jobs/121604/systems-and-applications-engineers-government-communications,2016-07-25,30
121830,Webdeveloper (m/w),HC Solutions GesmbH,"Linz, Österreich","€40,000 - 50,000",Gemeinsam mit unserem Team sind Sie für die Neuentwicklung einer innovativen Web-Applikation zuständig.…,"[""html5"",""javascript"",""css3"",""angularjs"",""jquery""]",/jobs/121830/webdeveloper-m-w-hc-solutions-gesmbh,2016-07-28,30
119258,"Senior Systems Engineer (Linux, Nginx, Redis, Terraform, Puppet)",BigCommerce,"Austin, TX",,"BigCommerce, is looking for a Senior Systems Engineer to join our downtown Austin office. You will be…","[""linux"",""nginx"",""redis"",""terraform"",""puppet""]",/jobs/119258/senior-systems-engineer-linux-nginx-redis-bigcommerce,2016-07-28,30
121832,Biometric C++ Software Engineer,"EyeVerify, Inc.","Kansas City, MO",,"
Implementation of high performance biometric algorithms
Implementation of authentication and security…","[""c++"",""java"",""ios"",""swift"",""android""]",/jobs/121832/biometric-c-plus-plus-software-engineer-eyeverify-inc,2016-07-28,30
110008,"Engineering Manager - Edge Engineering, Web Security",Twitch,"San Francisco, CA",Provides Equity,Twitch is building a brand new cloud infrastructure engineering group to work closely on AWS/EC2…,"[""postgresql"",""apache-kafka"",""amazon-web-services"",""go"",""cassandra""]",/jobs/110008/engineering-manager-edge-engineering-web-twitch,2016-07-28,30
115008,Progress Database Administrator,Meridian Health Plan,"Detroit, MI",,"A Day in the Life of an Progress Database Administrator: 
The Progress Database Administrator is…","[""progress4gl"",""sql"",""databasedesign"",""databaseadministration"",""sysadmin""]",/jobs/115008/progress-database-administrator-meridian-health-plan,2016-07-28,30
119310,Grafikprogrammierer/in für medizinische Simulatoren,VRmagic GmbH,"Mannheim, Deutschland",,Grafisches Rendering spielt eine wichtige Rolle bei unseren Simulatoren für die medizinische Ausbildung.…,"[""c++"",""virtual-reality"",""shader"",""opengl"",""direct3d""]",/jobs/119310/grafikprogrammierer-in-f%C3%BCr-medizinische-vrmagic-gmbh,2016-07-28,30
121829,Agile Software Engineer,"HI Digital Solutions, LLC","Omaha, NE",,"Do you want to work with cutting edge technologies?
HI Digital Solutions, LLC. is looking for a…","[""tdd"",""ruby"",""python"",""java"",""c#""]",/jobs/121829/agile-software-engineer-hi-digital-solutions-llc,2016-07-28,30
119481,System administrator (m/f),Cleverciti Systems GmbH,"München, Deutschland",,Imagine: just with technology and information it is possible to substantially decrease global emissions…,"[""linux"",""vpn"",""tcpip"",""ssh"",""sysadmin""]",/jobs/119481/system-administrator-m-f-cleverciti-systems-gmbh,2016-07-28,30
111375,Lead Java Developer,Lloyds Banking Group,"London, UK","£52,050 - 82,800","Lloyds Banking Group is the largest provider of digital banking products in the UK. Day after day, more…","[""java"",""java-ee"",""ant"",""continuous-integration"",""maven""]",/jobs/111375/lead-java-developer-lloyds-banking-group,2016-07-28,30
117765,Linux-Systemadministrator m/w für hochmoderne HA-Infrastruktur,picturemaxx AG,"München, Deutschland",,"Nicht nur verwalten, sondern aktiv gestalten und ausbauen! Die Betreuung der IT-Infrastruktur gehört zu…","[""linux"",""mysql"",""sysadmin"",""ubuntu"",""amazon-web-services""]",/jobs/117765/linux-systemadministrator-m-w-f%C3%BCr-hochmoderne-ha-picturemaxx-ag,2016-07-28,30
121828,User Interface (UI) designer (limited to 12 months),FIFA TMS GmbH,"Zürich, Switzerland",,The FIFA Transfer Matching System GmbH (FIFA TMS) is a wholly owned subsidiary of the Fédération…,[],/jobs/121828/user-interface-ui-designer-limited-to-12-fifa-tms-gmbh,2016-07-28,30
119985,PHP Developer bij het grootste online winkelcentrum van Nederland,beslist.nl,"Arnhem, Netherlands","€40,000 - 62,500",Het team waarin je werkzaam bent zorgt voor doorontwikkeling en verbetering van het grootste online…,"[""php"",""symfony2"",""rabbitmq"",""agile"",""mysql""]",/jobs/119985/php-developer-bij-het-grootste-online-beslistnl,2016-07-28,30
97263,Softwareentwickler Backend für Onlinelösungen (m/w),Wolters Kluwer Software und Service GmbH,"Ludwigsburg, Deutschland",,Hilf uns bei der Digitalisierung der deutschen Steuerberater und mache sie so zu Rockstars in ihrer…,"[""c#"",""webapi"",""asp.net"",""azure"",""ef""]",/jobs/97263/softwareentwickler-backend-f%C3%BCr-onlinel%C3%B6sungen-m-wolters-kluwer-software-und,2016-07-28,30
119017,Senior Full Stack Developer (Freelance to full-time CTO),The Experience,"Denver, CO",,"Are you ready to lead development of an app that can change how people experience the world?
Over the…","[""ruby-on-rails"",""angularjs"",""postgresql"",""css"",""javascript""]",/jobs/119017/senior-full-stack-developer-freelance-to-full-the-experience,2016-07-28,30
121817,Software Engineer (m/w),itestra GmbH,"München, Deutschland",,"Verstärken Sie unser aufgeschlossenes und innovatives Team als
Software Engineer (m/w)
an den…","[""c++"",""java"",""c#"",""sql"",""cobol""]",/jobs/121817/software-engineer-m-w-itestra-gmbh,2016-07-28,30
121816,.Net-Entwickler (m/w),itestra GmbH,"München, Deutschland",,"Verstärken Sie unser aufgeschlossenes und innovatives Team als
.NET-Entwickler (m/w)
an den Standorten…","["".net"",""c#"",""sql-server"",""soa"",""rest""]",/jobs/121816/net-entwickler-m-w-itestra-gmbh,2016-07-28,30
121807,Web-Entwickler (m/w),itestra GmbH,"München, Deutschland",,"Verstärken Sie unser aufgeschlossenes und innovatives Team als
Web-Entwickler (m/w)
an den Standorten…","[""html5"",""angularjs"",""javascript""]",/jobs/121807/web-entwickler-m-w-itestra-gmbh,2016-07-28,30
121827,Web-Entwickler (m/w),m3connect GmbH,"Aachen, Deutschland",,"Weiterentwicklung von Produkten in Produktfeldern wie GästeWLAN, Digital Signadge,…","[""ajax"",""jquery"",""symfony"",""json"",""xml""]",/jobs/121827/web-entwickler-m-w-m3connect-gmbh,2016-07-28,30
107383,50 million page content changes - Performance Test it!,Sky Betting & Gaming,"Leeds, UK",,"The Performance Test Engineer will be build key working relationships with the Test Managers,…","[""python"",""ruby"",""java"",""performance-testing"",""jmeter""]",/jobs/107383/50-million-page-content-changes-performance-sky-betting-gaming,2016-07-28,30
119480,IT-Systemadministrator (m/w) – Schwerpunkt Linux,RECARO Aircraft Seating,"Schwäbisch Hall, Deutschland",,"In Schwäbisch Hall arbeiten die Besten
für die größten Airlines der Welt!
Check in to RECARO.
Heute…","[""linux"",""redhat"",""suse"",""debian"",""sysadmin""]",/jobs/119480/it-systemadministrator-m-w-schwerpunkt-linux-recaro-aircraft-seating,2016-07-28,30
119479,IT-Systemadministrator (w/m) - Schwerpunkt Infrastruktur,RECARO Aircraft Seating,"Schwäbisch Hall, Deutschland",,"In Schwäbisch Hall arbeiten die Besten
für die größten Airlines der Welt!
Check in to RECARO.
Heute…","[""sysadmin"",""tcp"",""avaya"",""checkpoint"",""linux""]",/jobs/119479/it-systemadministrator-w-m-schwerpunkt-recaro-aircraft-seating,2016-07-28,30
103778,Sept 1st: Software Recruitment Day @ ASML,ASML,"Veldhoven, Netherlands",,"ASML is world leader in the development of micro-chip manufacturing machines, defining the possibilities…","[""c++"",""algorithm"",""c"",""python""]",/jobs/103778/sept-1st-software-recruitment-day-asml-asml,2016-07-28,30
121826,BMW Group - Software Debugging Specialist Infotainment (m/f) (104023),BMW Group,"Ulm, Deutschland",,"TAKE A TRIP ON THE REAL SUPERHIGHWAY. 
SHARE YOUR PASSION FOR DYNAMIC DEVELOPMENT PROCESSES.
If it's…","[""c++"",""embedded-linux"",""debugging""]",/jobs/121826/bmw-group-software-debugging-specialist-bmw-group,2016-07-28,30
120878,Senior Project / Programme Manager - Automotive Software Leader,Infomedia Europe,"Frankfurt, Germany",,The Company  Infomedia Ltd is a publicly-listed company on the Australian Securities Exchange (ASX…,"[""project"",""programme"",""software"",""saas""]",/jobs/120878/senior-project-programme-manager-automotive-infomedia-europe,2016-07-28,30
112563,"Sr. Software Engineer, Java back end",InComm,"Taylorsville, UT",,"Leveraging deep integrations into retailers’ point-of-sale systems, InComm provides connectivity to a…","[""java"",""spring-web"",""sql"",""jira"",""confluence""]",/jobs/112563/sr-software-engineer-java-back-end-incomm,2016-07-28,30
113435,Senior C# Software Engineer (Still not lookin' for Rockstars or Ninjas),Fonetic Solutions SL,"Madrid, Spain","€30,000 - 50,000",We are after a seasoned and well rounded software engineer that will not only not back down before new…,"[""c#""]",/jobs/113435/senior-c-sharp-software-engineer-still-not-lookin-fonetic-solutions-sl,2016-07-28,30
121854,"Data Analyst, Programmer, and Bioinformatics Specialist",DarwinHealth,"New York, NY",,Do you have the quantitative and computer science skills to make a difference in cancer precision…,[],/jobs/121854/data-analyst-programmer-and-bioinformatics-darwinhealth,2016-07-28,30
112610,"Lead Front End Engineer (Javascript, Node.JS)",StubHub,"San Francisco, CA",,"StubHub is seeking a driven front end engineer to join its team.
StubHub is the world's largest ticket…","[""javascript"",""node.js"",""css"",""html"",""user-experience""]",/jobs/112610/lead-front-end-engineer-javascript-nodejs-stubhub,2016-07-28,30
110047,Java Engineer - Local Candidates preferred,Crimson Hexagon,"Boston, MA","$85,000 - 100,000","As a software engineer at Crimson Hexagon, you will be responsible for solving challenging problems and…","[""javascript"",""1.8"",""jdbc"",""spring"",""postgresql""]",/jobs/110047/java-engineer-local-candidates-preferred-crimson-hexagon,2016-07-28,30
119514,DevOps Engineer,New Context,No office location,,"When it comes to modern day software development, you will have your finger on the pulse of the entire…","[""chef"",""jenkins"",""docker"",""puppet""]",/jobs/119514/devops-engineer-new-context,2016-07-28,30
119502,Own and drive Intercom's policies & technologies as Security Engineer,Intercom,"Dublin, Ireland",,"Description
Intercom is a great place to work. We care about people (you, our customers, our…","[""security"",""ruby-on-rails"",""linux"",""amazon-web-services"",""tcp""]",/jobs/119502/own-and-drive-intercoms-policies-technologies-intercom,2016-07-28,30
119500,Sr Android Developer (USA only),Pearl Automation,"Scotts Valley, CA",,"
Provide technical leadership for a small team of android software engineers responsible for…","[""android"",""java"",""c++"",""sdk""]",/jobs/119500/sr-android-developer-usa-only-pearl-automation,2016-07-28,30
119499,Front-End Developer,70kft,"Dallas, TX","$60,000 - 80,000","The right candidate must have an advanced knowledge of HTML5, CSS3, & JavaScript. Experience with PHP,…",[],/jobs/119499/front-end-developer-70kft,2016-07-28,30
117211,Senior Data Architect,Pearson,"Morrisville, NC",,"At Pearson, we’re committed to a world that’s always learning and to our talented team who makes it all…","[""architecture"",""enterprise-architect"",""data"",""soa""]",/jobs/117211/senior-data-architect-pearson,2016-07-28,30
99248,"Sr. Staff Software Engineer, Platforms",Box,"Redwood City, CA",,Come join a passionate team that builds the platform that powers Box for hundreds of thousands of…,"[""html"",""php"",""java"",""scala"",""python""]",/jobs/99248/sr-staff-software-engineer-platforms-box,2016-07-28,30
110034,Senior Network Development Engineer,Amazon,"Dublin, Ireland",,"Amazon.com is looking to hire highly motivated, best-in-class Senior Network Engineers for our Internet…","[""ospf"",""bgp"",""tcp"",""java"",""c""]",/jobs/110034/senior-network-development-engineer-amazon,2016-07-28,30
121853,.Net Developer Job,Hays London City Cheapside,"London, UK",,London - .Net Developer Job - Retail - Immediate Start   A retail client in Central London are looking…,"["".net""]",/jobs/121853/net-developer-job-hays-london-city-cheapside,2016-07-28,30
121852,JAVA Web Application Developers - Entry-level,LBi Software,"Woodbury, NY",,LBi Software is looking for entry-level candidates for Java-based web application development.  LBi…,"[""java"",""html"",""javascript"",""css"",""rest""]",/jobs/121852/java-web-application-developers-entry-level-lbi-software,2016-07-28,30
119497,PHP Developer: Top 10 fastest growing tech company in Italy!,MotorK,"Milano, Italy",,"Founded in late 2010, MotorK was awarded the TechCrunch London as one of the most innovative European…","[""php"",""ajax"",""restful"",""mvc"",""javascript""]",/jobs/119497/php-developer-top-10-fastest-growing-tech-motork,2016-07-28,30
121848,Front end developer,Gangverk,"Reykjavík, Iceland",,Gangverk is looking for a front end developer (Javascript) to join their growing team. If any of the…,"[""javascript"",""angular"",""reactjs"",""react-native"",""rest""]",/jobs/121848/front-end-developer-gangverk,2016-07-28,30
121843,Senior PL/SQL Developer,HBC Digital,"New York, NY",,"The Sr Database Developer will be responsible for database architecture, ETL process development, Data…","[""plsql"",""oracle"",""oracle11g"",""data-modeling"",""shell""]",/jobs/121843/senior-pl-sql-developer-hbc-digital,2016-07-28,30
119496,Compiler Engineer,Codeplay Software Ltd,"Edinburgh, UK",,Compilers are vital for exploiting the performance of specialized processors with modern complex…,[],/jobs/119496/compiler-engineer-codeplay-software-ltd,2016-07-28,30
